Tweet Number,Tweet,Sentiment
152,"VOTE! It’s time for this hateful, reckless, incompetent bastard to go and to take his vile stooges with him. He can’t have permission to ruin our country anymore 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#votehimout #trumpvirus #JoeBiden #kamalaharris #bidenharris2020 https://t.co/zWTZFkpUHM",Negative
153,California is preparing for the meltdown. 😂  #voteearly #VoteInPerson #DropOffYourBallot #VOTE #BidenHarris2020 #Biden #VoteBlueDownBallot https://t.co/zdCH6VjzC0,Neutral
154,He's not well #JoeBiden it's like watching #dianeabbott https://t.co/qSmzDiVCLy,Negative
155,The official #Covid song!  If there was a Killer virus that lives 28 days on surfaces... we’d All be Dead!  #Covid_19 #CovidUK #COVID19Vic #Biden #COVID19Victoria #COVID19 #coronavirus #Covid19VicData #COVIDー19 #COVID19 #coronavirusuk #Trending #trend #BidenPresident &amp; the NWO https://t.co/96TpKt2OKJ,Negative
156,Get your Trump You're Fired T-shirt TODAY!  #ByeDon #bidenharris2020 #biden2020 #biden #bidenharris2020🇺🇸 #madamvicepresident #kamalaharris #kamala #ByeDon2020 #byedon #YoureFired https://t.co/bOGLWIej4N,Neutral
157,lolol not the flip phone though!! #JoeBiden #Election2020 💙💙💙 https://t.co/qL6RG6XeIV,Positive
158,Told the kids this is better than the Eagles winning the superbowl and the time we met Judy Blume. Times ten. #biden,Positive
159,"So now #JoeBiden wants to come together as a nation, when he repeatedly called Trump supporters chumps. I fear fo this country the next 4 years. But congrats to Joe Biden and Kamala Harris I guess.. #bidenharris2020 https://t.co/vgl3EXxseI",Negative
160,"@rtenews @JoeBiden Thank you, @rtenews. Here’s to poetry and grace, hope and light, rising in our nation, our world, again. #Biden #HopeWins",Positive
161,@rushlimbaugh #China can send money over to #America to their families friends business who are by non citizen of USA but ran by Chinese Americans my opinion they support #biden campaign our government is so stupid they can't track whom owns what foreign,Negative
162,"#JoeChina #HunterBiden #DNC ENOUGH IT ENDS NOW regardless of NOV3 the #Biden #Obama #DNC #Clinton Conspirators of TREASONOUS COUP Will be judged, found guilty and JUSTICE will be SERVED; TAKE THAT TO THE BANK #JOEBIDEN https://t.co/FADrwhdMFv",Negative
163,Never has it been more appropriate to use your own words against you!!  “You’re Fired” #JOEBIDEN2020 #JoeBiden,Positive
164,"Is #Biden behind the #Bitcoin #Bounce ? Up over 50% on a year, a very BAD #Trump and #Pandemic year.  And even 30% growth in Bitcoin price in the last month... buy or sell before the #USAElections2020 ? https://t.co/0G3uBKCGIU",Neutral
165,#Michigan Vote #Biden in honor of Patrick. https://t.co/QArokYsMh3,Neutral
166,@RAZ0RFIST  Razor  what is going on with #Arizona? #JoeBiden is 8% ahead  at the moment,Neutral
167,No #Masks No #Vaccine No Thanks  https://t.co/3X70Nwbr1d  #Britain #London #UnitedKingdom #ToriesOut #Trump #Biden #Manchester #Liverpool #covid19 #coronavirus #MondayMotivation #Farage #Fauci #November #Christmas #America #trending,Negative
168,Will this make a difference? Not calling a dog a dog doesn’t mean it’s not a dog. #TrumpIsLosing #Biden https://t.co/JnKgyTsueW,Neutral
169,"Getting closer to #Biden Government, Israel's political calculus stand to be impacted most by the personnel changes in Washington. You should remember, Biden once said to Netanhayu ""I don't remember a damn thing you say""  #Israel deserves another election.  #Elections2020",Neutral
170,"... again the European ideal of a new world.""  #2020Elections #Europe #UnitedStates #Politics #EU #AmericaDecides #AbolishTheElectoralCollege #Biden  #TrumpvsBiden #Trump* #Climate #GlobalPolitics https://t.co/oI7rzmeOcK",Neutral
171,Election forecast for #Election2020 by me :  Biden 55%  ~ Trump 45% ~  #Biden    300 - 340   ~ 320 ~ #Trump   190 - 230   ~ 210  ~  #JoeBiden #DonaldTrump #KamalaHarris #ElectionDay #ElectionPredictions,Neutral
172,Congratulations #America #JoeBiden #BidenHarris #USAelection2020 #BidenHarris2020 #PresidentElect #DonaldTrump #President https://t.co/ts5JnnlYuJ,Positive
173,The LGBTQ community right now #2020Election #JoeBiden #TrumpTantrum #shera #catradora https://t.co/ZRBKZSJuSm,Neutral
174,@SenSanders But sure you’ll do whatever whatever you’re told to do by your friend #JoeBiden,Neutral
175,"@realDonaldTrump 700,000 new claims for Unemployment this week!  No Stimulus!  America is facing the largest housing crisis and @senatemajldr pushed his Nominee through and ignored the needs of Americans!  @realDonaldTrump is ok with Americans children starving and loosing their homes!  #Biden",Negative
176,"Here in my Chicago neighborhood, #HydeParkChicago, home to our last real President @BarackObama, I was proud to cast my ballot today for @JoeBiden and @KamalaHarris. #Biden #RidinWithBiden #BidenHarris2020Landslide https://t.co/tK9OQN2OHT",Positive
177,How does #Biden have anything to do with the talk.  #biden never said super predators .  #PresidentialDebate,Neutral
178,"@globaltimesnews Our #Opinion: #India has taken role model of fight against #China's Aggression, let's hope newly elected #US Pres #JoeBiden join this fights  #FreeTibet #FreeHK #CCP #XiJinping #ChineseVirus #ChinaMustPay #EU #PLA #IndiaChinaFaceOff #HoldChinaAccountable #BoycottChineseProducts https://t.co/5HFvZTy6J7",Neutral
179,"CEO of an international company spamming millions to tell customers to vote for #Biden or democracy will fail  And then attempting to guilt people who want to cast a vote for good vs the lesser evil  Talk about abuse of #WhitePrivilege, right @dbarrett?",Negative
180,Congratulations my friend #JoeBiden ♥️ #Elections2020 #UnitedStatesofAmerica https://t.co/w134eFXtYn,Positive
181,The Moment Kamala Harris Calls Joe Biden And Says 'We Did It' To Celebrate Victory.  Watch the Video 👉 https://t.co/phoOFgVs4s  #KamalaHarris #KamalaHarrisVP #JoeBiden #Kamala #Biden #Trump #USAelection2020 #ByeByeTrump #bidenharis2020  #JOEBIDEN2020 #JoeBidenKamalaHarris2020 https://t.co/8aSETTbGWW,Positive
182,One of the #paintings in #JeffreyEpstein office is of #georgebush sitting behind two fallen towers with paper planes. #twintowers #zionists #insidejob #Iraq #creepsinsuits #bush #coronavirus #Election2020 #israel #biden #Trump #covid19 https://t.co/Fsewp496Ih,Neutral
183,WE ARE ALL WORRIED BECAUSE HILLARY GOT MORE VOTES BUT STILL LOST. THAT'S WHY WE WORRY. #Biden #election,Neutral
184,"#VoteForHer #BlameTrump #JoeBiden #BlackLivesMatter Ok, Rick Russia Paula #fbr 82% of Americans #Evangelicals Trump vomit. https://t.co/ubONsN58Zh",Negative
185,@ChrisCuomo  #GEORGIA woot woot #JoeBiden in the #lead @CNN #ChrisCuomo #CNN #BidenHarrisToEndThisNightmare #FridayMotivation,Positive
186,"...bernie sanders predicting exactly what trump will do come election day, he got it right... down to the tee...  #USAElections2020 #JoeBiden https://t.co/f8oCB1Rnio",Neutral
187,HA!!!!! this is hitting my funnybone and making me laugh #Votethemallout #VoteBlueToSaveAmerica #Biden https://t.co/nOIMmDMax4,Positive
188,Stay in line. #VOTE #JoeBiden #VoteBlueDownBallot https://t.co/A4YYrwhdtN,Positive
189,Congratulations.@JoeBiden and.@KamalaHarris  on your victory. President and vice president elect.#USAelection2020 #JoeBiden #KamalaHarris #POTUS46 #PresidentElect #AmericaDecides #PresidentElectJoeBiden #JoeBidenKamalaHarris2020 #ObamaWasBetterAtEverything #POTUS,Positive
190,Joe delivered that speech perfectly... He only had 4 days to practice #JoeBiden #KamalaHarris,Neutral
191,"#Hunter #Biden molested his 14 year old niece, daughter of his deceased brother #Beau.  The #pictures are real.  The #texts are real.  The #corruption is real.",Negative
192,@CNNPolitics Well if you didn’t vote for #JoeBiden then who cares.,Neutral
193,@realDonaldTrump By Voting for #JoeBiden,Positive
194,"@realDSteinberg @DonaldJTrumpJr Are Trump's #TaxReturns in those emails? What is it going to take for you and the @TuckerCarlson's of the #FauxConservative party to demand honesty and transparency from Trump? You've had 5 years and have FAILED miserably to demand better. 215,000 dead and still counting. #Biden",Negative
195,"With the U.S. as divided as ever politically, the one thing we can all agree on is that every close and heavily contested presidential election result should end in a game of musical chairs around the Resolute desk in the oval office. #biden #trump #Elections2020",Neutral
196,Trump vs. Biden. Survival list. #trump #biden #corona #climatechange #survive #president https://t.co/w4DuENaDzg,Neutral
197,"@AlexTaylorNews @P_Peraldi And another one specifically for America: the polls will have been right again about the popular vote, #Biden will win by 3 to 4 percentage points, but not about the outcome, still up in the air.",Neutral
198,"@CheriJacobus ""Russia, if you’re listening, will you take him?""  After his jail term of course.  Trump is a danger to our democracy.  See/RT video warning of what awaits us if he steals a 2nd term!  #VoteEarly for #Biden  #VoteinPerson if you are able in PA, MI &amp; WI https://t.co/on9WG5roVF",Negative
199,How in the hell could you think Trump is better? He’s not talking about anything he has no #healthcare plan. #Biden is breaking it down. #Debates2020 #BidenHarris,Negative
200,“Quindi marlena torna a casa... “ (Alla TrumpTower)#Trump #Biden #Election2020,Neutral
201,#JoeBiden @JoeBiden is #Evil!!!! #NationalSecurityThreat!!! #BEWARE #AMERICA!!! https://t.co/dcenzdTyjX @nypost #nypost #PeteTruth19,Negative
202,"""BTRTN: The Short Answer: Is This 2016 All Over Again?"" https://t.co/W05BBlmhxF  #Elections2020 #ElectionDay #VoteLikeYourLifeDependsOnIt #VOTE #VoteEarly #BidenHarris2020Landslide #COVID19 #COVID__19 #Covid_19 #JoeBidensNeighborhood #Indivisible #VoteBlue #BlueWave2020 #Biden",Neutral
203,I’m So Happy To Say President-Elect Joe Biden and Vice President Elect Madam Harris #MVPHarris #JoeBiden,Positive
204,I might sleep well tonight. #ElectionResults2020 #ByeDon2020 #Biden https://t.co/cUjSuFPok6,Positive
205,#ByeByeTrump #USElectionResults #CNNElection #Election2020 #ElectionResults2020 #TrumpMeltdown #BTS_BE #IPL2020 #Biden #bidenharis2020 https://t.co/OKiMbVSk4f,Neutral
206,#Vote like our lives and future depend on it--because they do. Not just for the obvious reasons. My article here: Why the Left Must Choose Biden https://t.co/COAGIhC9uK  @commondreams #JoeBiden #BidenHarris #ElectionDay #Election2020 #Elections2020 #VoteBlueToEndTheNightmare,Positive
207,"GIVE ME MY STICKER YO! 😜 #election #trump #biden #vote #usa #america @ White House, Washington DC https://t.co/OFACDZG9PE",Neutral
208,It looks good for #JoeBiden in many states but it is tied in many. It looks like Arizona will be a decisive state. Arizona we badly need to elect #JoeBiden. It could well be your vote which decides Arizona electoral votes going to #BidenHarris Don't wait! 11/3 could be bad #ONEV1 https://t.co/UG7QQEEoG1,Positive
209,@CharlieDarling2 @johnrobertsFox @FoxNews You’re right when you say nothing will! Kinda like nothing the left has come out with in the past 5 years has sunk #tRump! I would vote for Kanye before I voted for this narcissist we are suffering through now! It’s not even about #Biden at this point! Thank #tRump,Neutral
210,The polls are wrong. There’s no way #biden is up as much as 17 points in battle ground states. This is just smoke and mirrors to use as excuse to riot and loot and bring it to the courts when #Trump wins by a landslide. Why else would democrats be asking #ACB to recuse herself?,Negative
211,@realDonaldTrump @60Minutes And you call @JoeBiden old. Bob Hope hasn’t been on TV since 1986. 😂😂😂 Just another cherry on top of your YUGE mountain of ineptitude. #biden #VoteHimOut #Vote #VoteEarly #VoteBidenHarris,Negative
212,#US Election Results: People in #Kamala Harris' #Ancestral Village in India Celebrate Her Victory https://t.co/qmY4tCeIhd #TamilNadu #Telangana #Hyderabad #KamalaHarris #JoeBiden #Trump #Biden #AmericaDecides2020,Positive
213,🇫🇷Congratulations from France @JoeBiden #JoeBiden #Elections2020,Positive
214,#JoeBiden lies so much he can't keep his lies straight. Vote the Dirty Dems out. Vote #TRUMP2020Landside https://t.co/ZnMR7gocO8,Negative
215,"This sums it all up! When asked what they’d say at Inauguration..#Trump said #Biden would wipe out your 401k. #Biden said, I’m not a #Democratic or #Republican President, I’m an #American President! #VoteBlueToSaveAmerica #VoteBidenHarrisToSaveAmerica https://t.co/DXZuWYKahK",Positive
216,#Election2020results  FRAUD EXPOSED I BET THIS GETS SUPPRESSED #JOEBIDEN #SCAMMER #RAQUELRODRIGUEZ  https://t.co/xi8eQHay8s,Negative
217,"@JoeBiden,@DrBiden,@Jackneworth,@SenKamalaHarris  #JoeBiden  and @SenKamalaHarris TRUMPED Trump! YEAH! To all #hatersbackoff",Positive
218,"@GOP @realDonaldTrump If Trump wins, Russia wins, no just kidding,  NOBODY ( other than Trump ) wins. #Biden  #2020Election #Biden2020 #TrumpMeltdown",Negative
219,#PresidentialDebate2020  Stock Market BOOM = President #Trump  DOOM = 47 year political failure no success #JoeBiden,Negative
220,Joe Biden Plan Will Let Europe Decide Whether U.S. Puts Tariffs on China #Biden #China ~ https://t.co/wD69XUx4be,Neutral
221,There ya go JoeDontKnow #JoeBiden https://t.co/2pj0klRl1D,Negative
222,Is it too early to call the final numbers? Nah! 🔵 254 Vs 283 🔴 #electionresults #ElectionTwitter #Trump #Biden #Elecciones2020 #vote #ElectionDay2020 #USA #Pa #GA #LoveIslandUSA #CountAllTheVotes #Patriots #KAG #America #Americans #Trending #KeepAmericaGreat #Democrat #WINTER https://t.co/d4dVkd6eZM,Neutral
223,"@TVNewsHQ #SleepyJoe #Biden  What he says = What he means  • ""Here's the deal"" = I'm about to lie  • "".. #1 and #2 .."" = I'm numbering my lies  • ""Listen folks"" = I'm telling a really big lie, pay attention  • ""Come on, man"" = You don't believe me, you dumb bastards?",Negative
224,The media is #fakenews.  Find out why:  https://t.co/avToFgnwJK  #happinesstoy #lifecoaching #mindfulness #flourishing #success #fitness #yoga #diet #entrepreneurs #money #elections #covid19 #trump #biden,Neutral
225,"I don't need come up with any jokes. I just need to type his quotes, verbatim. This old senile man says the craziest shit I have ever heard. ""I'm gonna BEAT George Floy... uh... King Geor... uh... George Bush... uh George."" #JoeBiden https://t.co/DZbba6sL0L",Negative
226,"@realDonaldTrump 7,400,000 legal votes for #JoeBiden. The most EVER for a president-elect.  Loser.",Negative
227,#Biden #BidenHarrisToEndThisNightmare https://t.co/05okXttpQX,Neutral
228,God damn that was presidential #Biden,Positive
229,@parkjimin_13139 hi i'm ariana grande  #armys𓆗 #JUNGKOOK𓃹 #MakingFive #Biden #Taehyung𓄂 #AMAs #MasterChefArgentina #ThePostElection #MHA290 #JUNGKOOK #TAEHYUNG #JIN𓄂 #JustinBieber𓂺 #BTS https://t.co/oqGozwhtMh,Neutral
230,@WSJ Time for a Special Counsel to investigate #HunterBiden #JoeBiden and their connection to Chinese election manipulation,Negative
231,Been waiting to pop these for four long years. Now it's finally time 😭  #Pennsylvannia #Biden #Election2020 https://t.co/nuVWiidZ3e,Positive
232,"Wow @JoeBiden is killing it, obama esq. #JoeBiden #ElectionDay #Election2020 great speech",Positive
233,@realDonaldTrump 💚Howie Hawkins 💚 the World can't unterstand why amercan people can't take responsible choises #sad #unbelievable #HowieHawkins2020 -  it doesnt matter if #Trump or #Biden. #WakeUpAmerica  🤦‍♀️🤦‍♀️,Negative
234,Bilde sich jeder seine Meinung #Biden #HunterBiden Twitter CEO Jack Dorsey falsely tells senators company lifted ban on Post exposé https://t.co/JmribiiPLp via @nypost,Neutral
235,@DonaldJTrumpJr .@realDonaldTrump lost the election. He wasn't able to steal it this time. #Biden #ByeByeTrump #BidenHarrisToSaveAmerica #BidenHarris,Negative
