Tweet Number,Tweet,Sentiment
153,@marklevinshow I love you Mr. Levin!  #Trump 2020.,Positive
154,#Trump lied? What a shocker he said himself that you need to lie in order to close a deal and #america your #potus lied on tape w/ #bobwoodward &amp; in his own book https://t.co/DPbmVUXTfn https://t.co/Gs0WaaOXev,Negative
155,● NEWS ● #TruthOut  ☞ #Trump Loses Lawsuit to Toss Out 53 Absentee Ballots in #Georgia https://t.co/l5Y4UoUlGO,Neutral
156,#FoxNews  WHEN THE DONALD TOOK OFFICE NORTH KOREAN HAD ONLY 2 NUKES  DON THE CON'S LUV LETTER PAL NOW HAS 39 NUKES  TRANSLATION: 39 AMERICAN CITES CAN BE DESTROYED IN 25 MINS~ GOOD JOB~? FEEL SAFE~?  SO WHAT DUM RAPPER ENDORSEMENTS MAKE UP 4 LEAVING US VAULNERABLE~? #CNN #Trump https://t.co/5cMUtU7sEA,Negative
157,@realDonaldTrump HAVE YOU NOT SEEN @FoxNews today? #Loser #Trump #TrumpTrain #TrumpTrainMeltDown #DumpTrump #BLM #GeorgeFloyd https://t.co/AvVgJinx0Y,Negative
158,@williamserafino @omartodavia Goodbye #Trump,Positive
159,"#PA Judge Rules In Favor Of #Trump Campaign, Causing Philly To Pause Its Vote Count Temporarily.  https://t.co/kqUU9UqVkf",Neutral
160,"@cristo_burton @getnorthern Me too. Wake me up when it’s over and I don’t just mean #COVID , I mean #Brexit , #Trump and #Tories . I’m up for a rip van winkle about now . Bring it 😏",Neutral
161,"If you want #DonaldTrump to be a one term President, you MUST VOTE for #JoeBiden tomorrow. And get your friends and family to vote for #JoeBiden too. THIS WILL BE THE MOST IMPORTANT ELECTION IN YOUR LIFETIME. #VoteBidenHarris2020 #VoteDemocrat2020 VOTE! VOTE! VOTE!",Positive
162,"#SleepyJoeBiden must be stuck in the 1980's  $6, $7 per hour  What first responder job pays such wages?  #DebateTonight #Trump #BidenHarris #TrumpPence2020 #debate #Debate2020",Neutral
163,Can #Trump be president for the rest of my life..,Positive
164,Who is stumping for #Trump? #Republicans? Former #Republican Presidents? Just the #TrumpCrimeFamily. Not even @FLOTUS. #pathetic #TrumpIsANationalDisgrace  #Republican Party won’t campaign on his behalf.  #Pitiful but not surprising. @realDonaldTrump #TrumpSupporters #TrumpCult https://t.co/SPbYQi1dq6,Negative
165,@YG where you at? Let's make your #Trump song #1! #Election2020,Neutral
166,All five parts of #TwelveDaysInJune are now live on Scribd! Read for free about what could happen if #Trump tries to declare #MartialLaw in America. Would a #GeneralStrike work here?  Here's Part III: Rosewater:  https://t.co/7z22u47xzC  We hope you'll share with friends!,Neutral
167,"So #Trump just admitted that our fiercest adversaries, #Russia, #China, and #NorthKorea, all prefer him to #JoeBiden.  No wonder he's invited so much foreign interference in the election. https://t.co/IbySzjpRRW",Neutral
168,"@realDonaldTrump It will be tragic if Trump wins the presidency. It's ironic his name changed from Drumpf (sounds like a name destined for mistakes, tomfoolery &amp; lies). It''s no mistake that trumpery is a real word befitting. Stop the #Trump re-election tragedy.",Negative
169,@realDonaldTrump This guy named Doc Brown said he’s from the future and there you’re still a loser but you’re also locked up! #Trump #Trump2020 #MAGA #Loser,Negative
170,Seems like light years ago. But there was actually a time like this not too long ago.  #RespectEachOther #BarackObama #JoeBiden #DonaldTrump https://t.co/oZlhDM0pvg,Neutral
171,"@realDonaldTrump I can see all the way from sweden! how awful the left is! after you prove the fraud, win the election and destroy the corruption of USA and make it the best country it can be. Help sweden after please! our population is being ruined by socialists and crime!#trump",Positive
172,"This #coup (perpetrated not only by #Democrats,but by #globalists) is bcs #Trump hasn't been following their rules:  - #ParisAgreement - #DefundUN - #DefundWHO - #Fracking  and we have many more examples.  #TrumpArmy (wordwide). #Trump2020NowMoreThanEver #TRUMP2020ToSaveTheWorld",Positive
173,"To all civil service employees who still support #tRump, the nation's nickel store dictator, this should be a reality check on the future of your employment. Now tell me, are you still smiling? https://t.co/gmZJoeVwld",Negative
174,@realDonaldTrump #USElection2020 still awaiting final state results as finale enters day 3 ➡️ https://t.co/OO6COMkVJc  #USElectionResults #TrumpvsBiden #ElectionResults2020 #Trump #Biden #elections #bts𓂸 #ぐるナイ #SSR #ThursdayThoughts #SidNaazInPunjab #KamalHaasan232 #lockdown #furlough,Neutral
175,Know-it-all #KayBurley taken apart by @SebGorka: the full interview ... 😂 😂 #skynews #ElectionDay #Trump https://t.co/PzFUicmO8Q,Negative
176,"The US election is 100% rigged and all ballot boxes and postal ballots must be recounted.We, the people of #Iran, stand behind the oppressed people of #America for the sake of #democracy and #HumanRights ,and we will not allow their rights to be violated. #USElection2020 #Trump https://t.co/27Av61Mxu0",Neutral
177,MAGA AND TRUMP SUPPORTERS SUCK MY D!!! HAHAHAHA BYE RACISTS #Elections2020 #Biden #Trump,Negative
178,"This is too much !!!  #Lawyers representing Trump gave $90,000 to #Biden.$50 dollars to #Trump  #TrumpRallyPennsylvania #TexasEarlyVoting #Resistance #TrumpChinaSyndrome #TrumpChinaBankAccount @SecPompeo @SecOfState7O  https://t.co/ARpUDs7SPz",Negative
179,Ey! #Trump time to go! https://t.co/ELknrvgi4b,Neutral
180,"Imagine a candidate for president who stands on stage and literally talks about nothing. Searching for laugh lines at anyone's expense. No plan, no priorities, no comprehension. For the admirers, what traits do you look for in a leader? #Trump #POTUS #VOTE",Neutral
181,"Former President #Obama on Tuesday offered a seething rebuke of Jared #KushnerisRacist  after the #WhiteHouse senior adviser a day earlier said that for President #Trump’s economic policies to work, Black Americans had to “WANT to be successful.”",Negative
182,"#2A #TrumpRally #himalayansalt  what was taking place, Giglio, in a fury, rushed on Bulbo, kicked him  #Trump #tcot #RNC https://t.co/awZF8hetC9",Neutral
183,"When the shooting starts, and people die because of #Trump's bullshit. He's not going to express remorse, he's going to brag about it. It's what he's always wanted.",Negative
184,@meenaharris #trump merchant of fear and violence,Negative
185,@EricTrump #SuperSpreader ALERT MAGA #HerdMentality #joebiden #trump #biden #maga #berniesanders #election #donaldtrump #vote #democrats #kamalaharris #politics #voteblue #democrat #blacklivesmatter #usa #republican #covid #bidenharris #bernie #blm #coronavirus #america #elizabethwarren https://t.co/NpULABJAXu,Neutral
186,"Federal #judge strikes down #Trump rule that could have cut food stamps for nearly 700,000 #unemployed #Americans https://t.co/tR5vLzlbdf",Neutral
187,"#Trump does know Joe was VP right. He couldn’t get things done alone he had you know that other guy who has more authority who has the final word, you know the PRESIDENT. Jesus. #debates",Negative
188,#McConnellsHands Karma is a Bitch MitchMcConnell Your Fault you never stopped #Trump now #McConnellsHands @senatemajldr Lying to #Kentucky Kentuckians deserve Better. Please Tweet McConnell often Next #Senator @AmyMcGrathKY only 9 points away from taking lead 🤗Let’s Rock https://t.co/uDgLm6H3RW,Neutral
189,@NoseBrothers5 @mmpadellan I know that #trump is compromised,Neutral
190,#Trump #FakeNews #buloscoronavirus #BULO #derechoalainformacionveraz https://t.co/pkSnCLmHjf,Neutral
191,"@QuarkyThots To add  Unlike the weather, events forecasts are never 100% accurate  My forecasts have a high degree of accuracy because I rely exclusively on logic &amp; facts What I want to see is irrelevant  Surprisingly or rather shocking, so far I was almost 100% right about #Trump",Neutral
192,"@JoeBiden If i were an #American_citizen, i would have not allowed #Trump to Come out of his house if not #Arested him, doing that  for the betterment and Safety of the #Country  #USA",Negative
193,@Baligubadle1 @realDonaldTrump I can't wait to start ignoring #Trump for the rest of my life!!!!,Positive
194,@MattWalshBlog You can support #Trump. Or you can support #JesusChrist.  You literally cannot support both. They are antithetical. https://t.co/Wf3OaKjEhe,Negative
195,"#PURPLEPOWER #LALATE #MSC #DONALDTRUMP COME ON TRUMP!!! CUT THE BULL S***, YOU HAVE NO IDEA WHAT YOU'RE DOING, JUST ADMIT THAT YOU ARE IGNORANT TO THE NEEDS OF THE PEOPLE!!! WE WON'T BE MAD, JUST ADMIT IT!!! THEN, DO ""SOMETHING "" MAYBE SOME EXECUTIVE ORDERS??!! DUH!!",Negative
196,Rapper Lil Wayne has rattled the Internet by announcing his full-throttled endorsement of President Donald Trump with a picture and message.  #LilWayne #50Cent #DonaldTrump #Politics #Election2020  https://t.co/tx9PbVKveT,Neutral
197,"@LiuXininBeijing @Diplomat_APAC @nytimes 2. Last week #Election2020: I would expect #Trump/#Pompeo to ""find proof"" (with no evidence) #China made #Coronavirus &amp; unleashed it on world to destroy #USA - or something outrageous like that. #Scientists know it's of #Nature a #Zoonotic #virus. War or Threat is a GameChanger!",Neutral
198,#Election2020   #Election2020results #Biden #Trump #JoeBiden #USAelection2020 #LaVuelta   #elections   #DonaldTrump https://t.co/a0xKpRljwo,Neutral
199,What if a US president don't concede ? #USElection2020 #USElectionResults2020 #Trump #BidenHarris2020  Must Watch  https://t.co/8OGvSgXNxF,Neutral
200,"FAREWELL, ALL FOR #TRUMP!  UNITED  STATES OF  SMAAAAAASSSHHHHHH!!!!!!!!!  🇺🇲🇺🇸🇺🇲🇺🇲🇺🇲🇺🇲  #JoeBiden #JOEBIDEN2020 #Election2020 #MyHeroAcademia #BNHA https://t.co/6tzAE32OJZ",Negative
201,Please read my essay: Video of #PaulaWhite praying for #Trump victory goes viral! https://t.co/myOQwsqGzr https://t.co/DyrSdv4jev,Neutral
202,"Were Guests at Trump’s Illegal White House Event Paid and Required to Sign NDAs? No, though some had their travel expenses covered by a private organization...#Trump..#GOP..#elections",Neutral
203,#UnfollowTrump no one should be following #Trump before election day!!! #TrumpIsLosing #TrumpLied200KDied #TrumpLiesMatter,Negative
204,A Twitter account soon to become IRRELEVANT. @realDonaldTrump bye clown... the circus tent is coming down... #trump #TrumpIsGone #proudtobeamerican,Negative
205,"@JoeBiden is going to be #POTUS but the real story, still, is the depth of support for a hard right #racist #misogynist #lying #bullying #Trump &amp; his ideas. Nearly 50% of votes cast in  #USA are for this lethal political cocktail. That doesn't just die with exit of @POTUS",Negative
206,Peace out! https://t.co/DPRa0ttAOp #TommyLee #DonaldTrump,Neutral
207,#Progressives waiting for the boomers to die off?  Boomers are voting for #Trump 2020. https://t.co/0zmeyJ7HmH,Positive
208,@Acosta Keep doing what you're doing. #DonaldTrump and his minions are currently the world's greatest threat to civilization. Wear their insults as a badge of honor.,Positive
209,"@gscucci In #Election2016 That's All #trump Had, Till He Won!",Neutral
210,Amy Coney Barrett is the big money for    #Trump        campaign.,Neutral
211,#Trump #TrumpCrimeFamily #GOP #MAGA2020 #MAGAts #BidenHarris2020 #PresidentBiden2020 #Biden46 #VPHarris #Biden https://t.co/397fpJetvJ,Neutral
212,This fuc**ng indian #media #Biden2020 #USElectionResults #Trump https://t.co/0p7rkfThYx,Negative
213,📷 About Last Night #Comic #Comics #Ink #Selfie #Selfies #Copic #Copicart #GilbertComics #Dog #Dogs #Pets #Election2020 #ElectionResults #Election #Trump #Biden https://t.co/UJ2zHIREM8 https://t.co/NFlxDSqoul,Neutral
214,"Trump is going into what appears a full on melt down throw your toys out of the pram, I wont give up the White House role.  Very unstatesmanlike and he could cause riots. Just goes to show you cant buy class and decorum #Election2020 #trump",Negative
215,c #ElectionDay   #Elections2020     #Election2020   #Elecciones2020     #ElectionNight   #Elecciones     #EleccionesEEUU #3Nov #BidenHarrisToEndThisNightmare #elections   #ElectoralCollege #2020Election #DonaldTrump https://t.co/nu4rA5hetK,Neutral
216,@Nigel_Farage Don't you mind that #Trump is a proven #grifter and #liar?  #Farbage,Negative
217,#COVID-19 #vaccine coming in weeks: #Trump; #Biden says US about to go into #darkwinter https://t.co/MfRRB2nipL,Neutral
218,Hope #Trump wins!  🙏,Positive
219,"""#Trump campaign has been videotaping #Philadelphia voters while they deposit their ballots in drop boxes, leading #Pennsylvania's attorney general to warn that the campaign's actions fall outside of permitted poll watching practices &amp; could amount to illegal voter intimidation."" https://t.co/vvIuYaz0r4",Negative
220,Everything and everyone #trump needs to go #TrumpFailedAmerica and just showed us who all the idiots are  https://t.co/gp1K0ByT9P,Negative
221,@ComradeLylith Hitler had new medium: Radio &amp; HATE SPEWING CULT RALLIES  #Trump has new mediums #FoxNews State TV #FaceBook #Twitter &amp; HATE SPEWING CULT RALLIES #WakeUpAmerica  #TrumpRallyTheVillages #TrumpRallyVillages #TrumpRallyPensacola https://t.co/jWfCjmlqrA,Negative
222,Jay Z &amp; Kanye West - Otis ( Red Carpet Remix) https://t.co/bpz7B6F3fd via @YouTube #jayz #beats #kanyewest #beyonce #TaylorSwift #JoeBiden #Trump,Neutral
223,"I'm beginning to believe this Prophet, Look what He said about Trump in 2019...Primate Ayodele  #UnitedStatesofAmerica #JoeBiden #DonaldTrump https://t.co/87FOF3Nb0q",Neutral
224,The Case for Donald Trump @CandiceMalcolm interviews @ConradMBlack #Trump #Trump2020Landslide https://t.co/nET43zmKEr,Positive
225,Inside job?  It seems #penguins has got inside the White House - influencing the employees of #DonaldTrump.  Here explaining what would happen - if the protection of #Greenland is not taken seriously.  #ecology #polar #icebear #activism #political https://t.co/jlQLymUVD0,Neutral
226,@MikeEspyMS @cindyhydesmith #TRUMP &amp; Enablers MUST GO!  #FlipTheSenateBlue 🌊🌊🌊🌊  #DitchMitch2020  @swingleft,Positive
227,"11/07/2020 Donald Trump Has Lost The Presidential Election! The Day Has Finally Come Where Donald Trump Has Lost The Presidential Election! This Is One Of The Greatest Days Of The Decade, Donald Trump, You’re Fired! #DonaldTrump #PresidentialElection",Positive
228,Biden appears to confuse Trump with former President George W. Bush #BULLSHIT #NYPOST is #Lying to bolster #Trump  https://t.co/xsEFRu42MI,Negative
229,"#Azerbaijan disrespects #Russia, and now disrespects #Trump by violating humanitarian ceasefire it agreed to keep the 3rd time. #StopAzerbaijaniAggression https://t.co/YRpDO0O1rW",Negative
230,I guess #AbrahamLincoln musta helped #Trump compose this Tweet👍. #debates #racist https://t.co/uHUfXvB3XZ,Neutral
231,"Photo ops are great to push the compassionate Joe BS -  fine against a constant ass like #Trump. We know #biden's rotten racist past, trying to reduce FDR social gains fought hard for, and were always very much in favor of killing innocent Muslims.  You're just lipstick on a pig.",Negative
